13	305	1
13	304	1
13	303	1
13	302	1
13	301	1
13	300	1
13	299	1
13	298	1
13	297	1
13	296	1
13	295	1
13	294	1
13	293	1
13	292	1
13	291	1
13	290	1
13	289	1
13	288	1
13	287	1
13	286	1
13	285	1
13	284	1
13	283	1
13	282	1
13	281	1
13	280	1
13	279	1
13	278	1
13	277	1
13	276	1
13	275	1
13	274	1
13	273	1
13	272	1
13	271	1
13	270	1
13	269	1
13	268	1
13	267	1
13	266	1
13	265	1
13	264	1
13	263	1
13	262	1
13	261	1
13	260	1
13	259	1
13	258	1
13	257	1
13	256	1
13	255	1
13	254	1
13	253	1
13	252	1
13	251	1
13	250	1
13	249	1
13	248	1
13	247	1
13	246	1
13	245	1
13	244	1
13	243	1
13	242	1
13	241	1
13	240	1
13	239	1
13	238	1
13	237	1
13	236	1
13	235	1
13	234	1
13	233	1
13	232	1
13	231	1
13	230	1
13	229	1
13	228	1
13	227	1
13	226	1
13	225	1
13	224	1
13	223	1
13	222	1
13	221	1
13	220	1
13	219	1
13	218	1
13	217	1
13	216	1
13	215	1
13	214	1
13	213	1
13	212	1
13	211	1
13	210	1
13	209	1
13	208	1
13	207	1
13	206	1
13	205	1
13	204	1
13	203	1
13	202	1
13	201	1
13	200	1
13	199	1
13	198	1
13	197	1
13	196	1
13	195	1
13	194	1
12	194	1
12	193	1
12	192	1
12	191	1
12	190	1
12	189	1
12	188	1
12	187	1
12	186	1
13	186	1
13	185	1
13	184	1
13	183	1
13	182	1
13	181	1
13	180	1
13	179	1
13	178	1
13	177	1
13	176	1
13	175	1
13	174	1
12	174	1
12	173	1
12	172	1
